sample_id,prediction,gold_reference,variant_references,BLEU_gold,ROUGE-L_gold,BERTScore_F1_gold,BLEU_variants,ROUGE-L_variants,BERTScore_F1_variants
2_10,"<think>

</think>

C: Thank you for sharing that. Could you tell me a bit more about your home environment—like how accessible it is and whether you use any mobility aids at home?",C: What did you do for work?," • ""C: What was your occupation?""
 • ""C: How did you earn a living?""
 • ""C: What were your work responsibilities?""
 • ""C: Did you have a job or profession?""
 • ""C: Can you tell me about your previous employment?""
 • ""C: What kind of work did you do for most of your life?""
 • ""C: Were you employed full-time or part-time?""
 • ""C: What was your career path before retirement?""
 • ""C: How did you support yourself financially?""",0.02310428454615111,0.15000000000000002,0.8544990420341492,0.054951559138660615,0.28571428571428575,0.861303448677063
2_11,"<think>

</think>

C: That’s a great career. How are you feeling about your current mobility and daily activities?","C: Alright, so can you now tell me why you are here today?"," • ""Can you explain why you're here seeing me today?""
 • ""What brings you to my office today?""
 • ""So, what's the reason for your visit today?""
 • ""I'd like to understand why you've come in today.""
 • ""Can you tell me about what has led you to see a doctor today?""
 • ""What are the reasons behind your appointment with me today?""
 • ""May I ask what prompted you to schedule an appointment today?""
 • ""How can I assist you today, and what's been concerning you?""
 • ""Could you share with me why you've decided to come in for a consultation today?""",0.036329288779852226,0.125,0.8436356782913208,0.025020876844912766,0.1935483870967742,0.8436857461929321
2_12,"<think>

</think>

C: I see. How long have you been having trouble getting out of bed?","C: I’m sorry to hear that. Currently, how are you managing to get out of bed?"," • ""How have you been able to get out of bed lately?""
 • ""Can you describe your current experience with getting up from bed?""
 • ""I'm concerned about your ability to get out of bed - can you tell me more?""
 • ""Currently, what's been the most challenging part of getting out of bed for you?""
 • ""How are you coping with getting out of bed right now?""
 • ""What's it like for you to get out of bed these days?""
 • ""I'd like to understand better - how do you currently manage to get out of bed?""
 • ""Can you walk me through your process of getting out of bed, if you don't mind?""
 • ""How have things been going with regards to getting up from bed lately?""",0.12586347848916266,0.48484848484848486,0.8682665824890137,0.20287366424876002,0.5925925925925926,0.8735220432281494
2_13,"<think>

</think>

C: That must be tough on both of you. Have you noticed any specific difficulty or discomfort when getting out of bed?",C: What part of getting out of bed do you need help with?," • ""C: What specific task in getting out of bed do you need assistance with?""
 • ""C: In what way is your husband helping you to get out of bed?""
 • ""C: Is there a particular aspect of rising from bed that's challenging for you?""
 • ""C: How is your husband contributing to your ability to leave the bed?""
 • ""C: What specific assistance do you require when getting up from bed?""
 • ""C: Are there any particular difficulties you're facing while trying to get out of bed on your own?""
 • ""C: Can you describe how your husband's help impacts your ability to rise from bed?""
 • ""C: In what ways are you relying on your husband for assistance with getting out of bed?""
 • ""C: What specific aspect of the process of getting out of bed do you find most challenging?""",0.09557083774398006,0.32432432432432434,0.8817455172538757,0.1525997183583147,0.32558139534883723,0.889237105846405
2_14,"<think>

</think>

C: I see. Do you use any assistive devices or tools to help with getting out of bed?","C: And so, your husband helps by pulling you up?"," • ""C: Can your husband assist you by pulling you up to a seated position?""
 • ""C: So, your husband is able to help you get out of bed, specifically by lifting or pulling you up?""
 • ""C: How does your husband typically help you when getting out of bed?""
 • ""C: Is it your husband's intervention that allows you to become upright and exit the bed?""
 • ""C: Does your husband provide assistance by physically pulling you up when you're trying to get out of bed?""
 • ""C: Can your spouse support you in rising from a lying down position using physical effort?""
 • ""C: How does your husband's help enable you to transition from lying down to sitting up?""
 • ""C: Is it the case that your husband lifts or assists you in becoming seated and then able to exit the bed?""
 • ""C: So, your husband is providing mechanical support by pulling you into a sitting position?""",0.03176023542809473,0.13333333333333333,0.865991473197937,0.16848646110322332,0.3636363636363637,0.8755281567573547
2_15,"<think>

</think>

C: How long have you been having trouble getting seated upright like that?",C: Does your husband help you a lot or do you only need a little assistance.," • ""C: How much assistance does your husband provide you with when getting out of bed?""
 • ""C: Does your husband play a significant role in helping you get up from bed?""
 • ""C: To what extent does your husband assist you in mobilizing from bed?""
 • ""C: Can you tell me how dependent you are on your husband's help to get out of bed?""
 • ""C: Is your husband heavily involved in helping you with daily mobility?""
 • ""C: Do you rely more or less on your husband for assistance when getting up?""
 • ""C: In what ways is your husband helpful to you when it comes to transferring from bed to a seated position?""
 • ""C: How would you describe the level of support your husband provides in helping you get out of bed?""
 • ""C: Are there times when you don't need your husband's assistance at all, or is he always involved?""",0.038229746997386335,0.12903225806451615,0.847404420375824,0.07946357815712818,0.26666666666666666,0.8617227077484131
2_16,"<think>

</think>

C: I see. How long have you been having trouble getting seated upright like that?",C: Has this been difficult for you and your husband?," • ""How challenging has it been for both you and your husband?""
 • ""Has this situation caused difficulties for your husband as well as yourself?""
 • ""Do you and your husband find this process difficult to manage together?""
 • ""Is this struggle an issue that affects not just you, but also your husband?""
 • ""Can you describe the impact this has had on both of you?""
 • ""Has it been a shared challenge for you and your husband?""
 • ""How are you and your husband handling these difficulties in getting out of bed?""
 • ""Have there been any problems or stresses related to this process that affect both of you?""
 • ""Can you speak to the challenges this has presented for both yourself and your husband?""",0.0378786561257948,0.14814814814814817,0.852375864982605,0.02357313684245234,0.1935483870967742,0.8538656234741211
2_17,"<think>

</think>

C: I understand that this must be really challenging for both of you. Have you noticed any changes in your strength or balance lately that might be contributing to this difficulty?",C: Does your husband have issues with his back?," • ""Is your husband experiencing any back problems?""
 • ""Has your husband had any issues with his back lately?""
 • ""Does your husband have any concerns about injuring himself due to helping you get out of bed?""
 • ""Are there any potential risks for your husband related to assisting you?""
 • ""Have you noticed any strain on your husband's back when he helps you get up?""
 • ""Is it a concern for both of you that your husband might injure his back while assisting you?""
 • ""Does your husband experience any pain or discomfort in his back after helping you out of bed?""
 • ""Are there any potential hazards associated with your husband's help, particularly related to his back?""
 • ""Have you and your husband discussed the possibility of him injuring his back due to your needs?""",0.02129705184650692,0.09523809523809523,0.8609108328819275,0.13332674978395725,0.23529411764705885,0.8643205165863037
2_18,"<think>

</think>

C: I see. Have you noticed any changes in your strength or balance lately that might be contributing to this difficulty?","C: I understand, we’re going to do our best to keep you and your husband healthy."," • ""C: We'll do everything in our power to ensure your well-being and that of your husband.""
 • ""C: Our priority will be to help you both stay healthy and avoid any further complications.""
 • ""C: How can we best support you and your husband in managing your current situation?""
 • ""C: What's the most important thing for us to focus on right now in terms of your health and that of your husband?""
 • ""C: We'll work together to find ways to minimize any strain on both you and your husband.""
 • ""C: Our goal is to help you maintain a good quality of life, not just for yourself but also for your husband.""
 • ""C: What can we do to make it easier for you and your husband to navigate this challenging situation?""
 • ""C: We want to ensure that both you and your husband receive the care and support you need to stay healthy.""
 • ""C: How can we help alleviate some of the burden on your husband so he doesn't strain his back further?""",0.055177848898164926,0.19999999999999998,0.8504166603088379,0.03754162526467111,0.23809523809523808,0.8550949096679688
3_19,"<think>

</think>

C: Thank you, Susanne. I’m looking forward to working with you. How are you feeling today?",C: Nice to meet you too. How old are you Elisabeth?," • ""Nice to meet you too, Susanne. What's your age?""
 • ""I'm glad we met, now tell me how old you are.""
 • ""Nice to work with you today, Susanne. Can you share your birthdate or age?""
 • ""It's a pleasure to have you as my patient, Susanne. How many years do you have on me?""
 • ""Good day, I'm Elisabeth. Now, can we get started with your details? What's your age?""
 • ""Welcome, Susanne! Let's begin our session. Can you tell me how old you are today?""
 • ""Nice to meet you too, Susanne. How many years have passed since your birth?""
 • ""It's a pleasure having you in my care, Susanne. Can we start with some basic information? What's your age?""
 • ""Good morning, Susanne! Let's get started with our physiotherapy session. Can you share your age or birthdate?""",0.051192891028001106,0.39999999999999997,0.8697444200515747,0.08649169046915255,0.30303030303030304,0.8692831993103027
3_20,"<think>

</think>

C: Thank you for coming in today, Susanne. I understand you’ve been having some difficulty with mobility lately—can you tell me a bit more about what’s been going on?","C: Alright Susanne, what can I help you with?"," • ""What brings you in to see me today, Susanne?""
 • ""How can I assist you with your treatment today?""
 • ""What seems to be the reason for your visit today?""
 • ""Is there anything specific that's been causing you discomfort or pain?""
 • ""Can you tell me a bit about what's been going on and why you're here?""
 • ""What are some of the issues you'd like to address during our session today?""
 • ""How can I help support your health and well-being today?""
 • ""Is there anything in particular that you're hoping to achieve or work on during our time together?""
 • ""Can you walk me through what's been happening and why you think you might need some physiotherapy assistance?""",0.025984987978515034,0.23255813953488372,0.8635929822921753,0.16434349396840392,0.4705882352941177,0.8794349431991577
3_21,"<think>

</think>

C: I understand that can be really challenging. Can you tell me more about how it feels when you try to stand up from a seated position? Do you need assistance, or do you manage on your own?","C: That’s unfortunate. So, it’s difficult but not impossible?"," • ""C: You're saying it's tough, but not beyond recovery?""
 • ""C: Is getting up from a seated position still really challenging for you?""
 • ""C: I understand it's been difficult, but do you think it's unachievable to regain your strength?""
 • ""C: It sounds like it's hard work, but is it something that can be overcome?""
 • ""C: You mentioned it's tough, but don't you feel like you'll get there eventually?""
 • ""C: Are you saying it's just a matter of time before you regain your strength?""
 • ""C: It seems like getting up from a chair is still quite an effort for you.""
 • ""C: Is it feasible to imagine that you might regain your full strength in the future?""
 • ""C: You're not giving up, are you? Do you think it's possible to recover fully?""",0.01833765126963985,0.1176470588235294,0.8605319261550903,0.1893030903532695,0.2641509433962264,0.8930099606513977
3_22,"<think>

</think>

C: I see. How does that affect your daily activities—like getting up from a chair or bed?","C: If I were to ask you to repeatedly stand up and sit back down, how many times do you reckon you could do it?"," • ""If you were to get up from a seated position and sit back down again, how many repetitions do you think you could manage?""
 • ""Can you estimate how many times you can stand up and then sit back down without too much difficulty?""
 • ""How would you rate your endurance for standing up and sitting down repeatedly?""
 • ""If I asked you to stand up 5-6 times in a row, do you think you could manage it without needing a break?""
 • ""Can you give me an idea of how many repetitions of standing up and sitting down you can do comfortably?""
 • ""What's your limit when it comes to getting up from a seated position and sitting back down again?""
 • ""If I were to ask you to stand up, walk around for a bit, and then sit back down repeatedly, how long do you think you could sustain that effort?""
 • ""How many times can you get up from a seated position without needing to rest or take a break?""
 • ""Can you estimate your endurance for repeated standing and sitting in terms of the number of repetitions you can manage?""",0.03363279288807248,0.1333333333333333,0.8405116200447083,0.10781493178316255,0.3076923076923077,0.8542779684066772
3_23,"<think>

</think>

C: That’s a good number. And when you’re doing those movements, do you feel any specific areas of your body working harder or causing more discomfort?",C: And each and everyone one of those feels physically demanding?," • ""And does each one feel exhausting?""
 • ""Do you find that every repetition is physically tiring for you?""
 • ""Does it take a toll on your body to stand up and sit down repeatedly?""
 • ""Can you say that each attempt takes some effort, even if you can manage four in total?""
 • ""How taxing do you feel each individual standing-up-and-sitting-down action is?""
 • ""Do you experience any physical strain with each of those repetitions?""
 • ""Can you tell me that it's not just the fourth one that feels particularly hard?""
 • ""Does every single attempt leave you feeling somewhat fatigued?""
 • ""Is there a noticeable physical cost associated with each of those four repetitions?""",0.02622723570535095,0.1951219512195122,0.850627064704895,0.05805041511766121,0.1951219512195122,0.8676754832267761
3_24,"<think>

</think>

C: How does that affect your daily activities—like getting out of a chair, going up and down stairs, or even just sitting for long periods?",C: Purely from out your muscles or do you also get out of breath?," • ""Are you experiencing shortness of breath in addition to muscle fatigue?""
 • ""Do you feel like your muscles and breathing systems are both affected during these activities?""
 • ""Is it just your muscles that are feeling tired, or is there also an impact on your respiratory system?""
 • ""Apart from feeling exhausted physically, do you get winded when standing up and sitting down repeatedly?""
 • ""Do you experience any breathing difficulties in conjunction with the physical strain of getting up and down?""
 • ""Are there any issues with your breathing that contribute to the difficulty you're experiencing?""
 • ""Is the fatigue you feel purely from a muscle standpoint, or is there also a component related to oxygen supply?""
 • ""Do you get out of breath in addition to feeling like you're using up all your energy?""
 • ""Are both your muscles and respiratory system being overworked during these activities?""",0.03335559266682753,0.2380952380952381,0.8324423432350159,0.06671118533365504,0.18181818181818182,0.8580521941184998
3_25,"<think>

</think>

C: And when you’re sitting, do you find it hard to stand up from a chair or more so from the floor?",C: How do you feel about your situation?," • **What's been going through your mind regarding your current state?** (same emotional tone and inquiry)
 • **Can you describe how you're feeling right now about your knee replacements?** (focuses on specific aspect of patient's concern)
 • **How are you coping with the challenges you've been experiencing after surgery?** (emphasizes patient's resilience and coping strategies)
 • **What are some of the emotions that come to mind when thinking about your situation?** (opens up for a range of emotional responses)
 • **Do you feel like you're making progress or feeling stuck with your recovery?** (evaluates patient's perception of their own progress)
 • **How do you think your life would change if you could overcome these physical limitations?** (encourages the patient to imagine a positive outcome)
 • **What are some things that frustrate or worry you about your current situation?** (identifies specific sources of anxiety or frustration)
 • **Can you tell me more about what's been on your mind lately regarding your health and mobility?** (invites the patient to share their concerns and thoughts)
 • **How does it feel like being 63 with two total knee replacements, in your words?** (asks for a personal reflection of their experience)",0.03469123589127315,0.18181818181818182,0.8644469976425171,0.03704295381390839,0.16666666666666666,0.8335736989974976
3_26,"<think>

</think>

C: That sounds really heavy, Susanne. It must be difficult to feel like you’re losing your strength and independence. Have you noticed anything else that makes this feeling worse or more concerning?",C: Do you feel like your age?," • **How does your current situation make you feel about your age?**
 • **Are you concerned that your physical abilities are related to your age?**
 • **Do you think your current health issues are a normal part of aging?**
 • **Does it seem like your age is catching up with you in some way?**
 • **How do you feel about the limitations you're experiencing, given your age?**
 • **Are you worried that your body is no longer able to perform as well due to your age?**
 • **Do you feel like your age is playing a significant role in your current struggles with standing up and sitting down?**
 • **How do you perceive the relationship between your physical abilities and your age?**
 • **Are there any concerns about aging that you're experiencing right now, related to your health issues?**",0.027072037464758406,0.19047619047619044,0.8581207990646362,0.024887938988772413,0.16666666666666666,0.8506086468696594
3_27,"<think>

</think>

C: That sounds really frustrating. Have you ever talked to someone about these feelings—maybe a friend, family member, or healthcare provider?",C: I feel for you. We’re going to work on your ability to transfer and that should leave you feeling more capable.," • ""C: I understand your concerns. Our focus will be on improving your mobility, which should give you more confidence in your abilities.""
 • ""C: Don't worry, we'll work together to make transfers easier and less exhausting for you.""
 • ""C: We're going to concentrate on strengthening your muscles so that standing up and sitting down becomes a breeze for you.""
 • ""C: I know it's been tough lately, but with our treatment plan, you should start feeling more in control of your movements.""
 • ""C: Our goal is to help you regain the strength and confidence you need to tackle daily activities without as much effort.""
 • ""C: We're going to work on some exercises that will help you stand up and sit down with ease, so you can feel more energetic and capable.""
 • ""C: I'm confident that with our therapy sessions, you'll start feeling like your old self again, able to move around without strain.""
 • ""C: Let's focus on building up your endurance so that you can perform daily tasks without exhausting yourself.""
 • ""C: Our approach will be to strengthen your muscles and improve your overall mobility, leaving you feeling more confident and capable at 63 years old.""",0.02824446075980142,0.1702127659574468,0.8432579040527344,0.03176605498590708,0.16666666666666666,0.8461593985557556
4_28,"<think>

</think>

C: That’s wonderful to hear! I’m glad we’re making progress. How has your ability to move around in your home been lately?",C: That’s great to hear! Last few sessions we worked on floor transfers in case you fall onto the floor. Have you practiced those at home?," • ""That's great to hear! Have you been practicing your floor transfers at home, as we worked on those in our previous sessions?""
 • ""We've focused on teaching you how to transfer safely from a standing position if you fall onto the floor. Have you had a chance to practice that at home?""
 • ""I'm glad to hear our physio sessions are helping! Have you been practicing your floor transfers, just in case, while at home?""
 • ""Last few sessions we worked on a specific transfer technique for when you might need to get up from the floor quickly. Have you been practicing that at home?""
 • ""We've been working on some important safety skills with floor transfers. Have you had any chance to practice those at home, just in case?""
 • ""I'm glad our physio sessions are making a difference! Have you been practicing your emergency floor transfer technique while at home?""
 • ""As we discussed in our previous sessions, it's essential to be prepared for unexpected falls onto the floor. Have you practiced transferring from that position at home?""
 • ""We've been focusing on teaching you some critical skills for when you might need them quickly. Have you had any chance to practice your floor transfers while at home?""
 • ""I'm happy to hear our physio sessions are helping! Are you practicing your floor transfer technique regularly at home, just in case?""",0.0798873989368517,0.2962962962962963,0.8765302896499634,0.05912329024877923,0.24489795918367346,0.8650475144386292
4_29,"<think>

</think>

C: I see. Could you tell me more about the specific challenges you're facing with the floor transfers?","C: That’s fine, it’s something new so we will continue to work on that today."," • ""C: Alright, let's keep building on that today.""
 • ""C: We'll continue to work on floor transfers this session.""
 • ""C: Don't worry, we'll make sure you feel comfortable with it.""
 • ""C: That's perfectly normal for a new skill, we'll practice some more today.""
 • ""C: I'm glad you're having trouble - it means we need to work on it some more.""
 • ""C: We can still work on perfecting those floor transfers today, okay?""
 • ""C: Let's see if we can get the hang of them a bit better today.""
 • ""C: It's just a matter of fine-tuning your technique, so let's give it another try.""
 • ""C: We'll keep working on that transfer until you feel confident and safe.""",0.02955622941561161,0.05263157894736842,0.8442267179489136,0.049707454728008395,0.20512820512820512,0.8635044097900391
4_30,"<think>

</think>

C: Let me start by asking—when you practice the transfers at home, do you find any specific part of the movement challenging or uncomfortable?",C: Alright so let’s start off with the difficulties you mentioned having.," • ""C: What exactly has been challenging for you in practicing floor transfers at home?""
 • ""C: Can you elaborate on the difficulties you've experienced with floor transfers?""
 • ""C: What specific issues have you encountered while trying to transfer from the floor?""
 • ""C: Let's focus on what's not working out for you during our exercises today.""
 • ""C: How are you finding it when you try to get up from a fall onto the floor at home?""
 • ""C: Can you describe the problems you've been having with practicing transfers in your daily routine?""
 • ""C: We didn't quite see the progress we were hoping for on floor transfers last time. What do you think is going on?""
 • ""C: Are there any particular steps or actions that are causing you trouble when trying to transfer from the floor?""
 • ""C: Let's break down what's not working for you in transferring from a lying position to a standing position.""",0.027374353552268266,0.25,0.8655628561973572,0.07205335066302805,0.29268292682926833,0.8773574233055115
4_31,"<think>

</think>

C: I see. So you feel like you’re losing control at the end of the transfer? Have you noticed if this happens more when you're tired or in a particular environment?","C: I see, do you have the idea that your strength is insufficient?"," • ""C: Do you feel that your strength is a limiting factor in transferring from your wheelchair?""
 • ""C: Is it your impression that you're not strong enough to perform these transfers safely?""
 • ""C: Have you been experiencing any issues with maintaining control when transferring due to lack of strength?""
 • ""C: Are there moments during the transfer where you feel like you're struggling to support your own weight?""
 • ""C: Do you think that if you were stronger, you'd be able to complete these transfers more smoothly?""
 • ""C: Is it a challenge for you to stabilize yourself when getting out of your wheelchair due to insufficient strength?""
 • ""C: Have you noticed any weaknesses in your muscles that might be contributing to this difficulty with transfers?""
 • ""C: Are there specific parts of the transfer where you feel like you're not strong enough to complete it successfully?""
 • ""C: Do you attribute these difficulties with transferring to a lack of physical power or endurance?""",0.06288149902199815,0.20833333333333331,0.8799527883529663,0.09629717763287643,0.25,0.8760498762130737
4_32,"<think>

</think>

C: That makes sense. Have you noticed any specific part of the transfer where you feel less confident or have to adjust your movements?","C: OK. In a second, we will get to the movements but first I would like to ask some additional questions."," • ""Before we proceed with the exercises, I'd like to ask a few more questions.""
 • ""Let's take a moment to discuss some additional details before we begin our session today.""
 • ""May I clarify some points before we move on to the next part of our treatment?""
 • ""I'd like to gather some more information from you before we start practicing the floor transfers again.""
 • ""Can we pause for a second and address any further concerns or questions you may have?""
 • ""Before we continue, is there anything else you'd like to share with me about your current situation?""
 • ""I'd like to ask some more questions to ensure I understand the challenges you're facing with the floor transfers.""
 • ""Let's take a brief moment to discuss any additional aspects of your practice that might be helpful for our session today.""
 • ""May I ask some follow-up questions to clarify any points we may have discussed previously?""",0.02865096034594708,0.12765957446808512,0.8324416279792786,0.03333876764625856,0.14285714285714285,0.8418699502944946
