sample_id,gold_reference,variant_references,BLEU_gold_vs_variants,ROUGE-L_gold_vs_variants,BERTScore_F1_gold_vs_variants
2_10,C: What did you do for work?," • ""C: What was your occupation?""
 • ""C: How did you earn a living?""
 • ""C: What were your work responsibilities?""
 • ""C: Did you have a job or profession?""
 • ""C: Can you tell me about your previous employment?""
 • ""C: What kind of work did you do for most of your life?""
 • ""C: Were you employed full-time or part-time?""
 • ""C: What was your career path before retirement?""
 • ""C: How did you support yourself financially?""",0.4596613576124593,0.37985347985347984,0.9417068958282471
2_11,"C: Alright, so can you now tell me why you are here today?"," • ""Can you explain why you're here seeing me today?""
 • ""What brings you to my office today?""
 • ""So, what's the reason for your visit today?""
 • ""I'd like to understand why you've come in today.""
 • ""Can you tell me about what has led you to see a doctor today?""
 • ""What are the reasons behind your appointment with me today?""
 • ""May I ask what prompted you to schedule an appointment today?""
 • ""How can I assist you today, and what's been concerning you?""
 • ""Could you share with me why you've decided to come in for a consultation today?""",0.09857920939619075,0.280378783672137,0.9088438749313354
2_12,"C: I’m sorry to hear that. Currently, how are you managing to get out of bed?"," • ""How have you been able to get out of bed lately?""
 • ""Can you describe your current experience with getting up from bed?""
 • ""I'm concerned about your ability to get out of bed - can you tell me more?""
 • ""Currently, what's been the most challenging part of getting out of bed for you?""
 • ""How are you coping with getting out of bed right now?""
 • ""What's it like for you to get out of bed these days?""
 • ""I'd like to understand better - how do you currently manage to get out of bed?""
 • ""Can you walk me through your process of getting out of bed, if you don't mind?""
 • ""How have things been going with regards to getting up from bed lately?""",0.3051327880362441,0.39087478425713723,0.9134906530380249
2_13,C: What part of getting out of bed do you need help with?," • ""C: What specific task in getting out of bed do you need assistance with?""
 • ""C: In what way is your husband helping you to get out of bed?""
 • ""C: Is there a particular aspect of rising from bed that's challenging for you?""
 • ""C: How is your husband contributing to your ability to leave the bed?""
 • ""C: What specific assistance do you require when getting up from bed?""
 • ""C: Are there any particular difficulties you're facing while trying to get out of bed on your own?""
 • ""C: Can you describe how your husband's help impacts your ability to rise from bed?""
 • ""C: In what ways are you relying on your husband for assistance with getting out of bed?""
 • ""C: What specific aspect of the process of getting out of bed do you find most challenging?""",0.5817817333884118,0.3849046862744181,0.9528443813323975
2_14,"C: And so, your husband helps by pulling you up?"," • ""C: Can your husband assist you by pulling you up to a seated position?""
 • ""C: So, your husband is able to help you get out of bed, specifically by lifting or pulling you up?""
 • ""C: How does your husband typically help you when getting out of bed?""
 • ""C: Is it your husband's intervention that allows you to become upright and exit the bed?""
 • ""C: Does your husband provide assistance by physically pulling you up when you're trying to get out of bed?""
 • ""C: Can your spouse support you in rising from a lying down position using physical effort?""
 • ""C: How does your husband's help enable you to transition from lying down to sitting up?""
 • ""C: Is it the case that your husband lifts or assists you in becoming seated and then able to exit the bed?""
 • ""C: So, your husband is providing mechanical support by pulling you into a sitting position?""",0.3124558171190674,0.4295880644672916,0.946311891078949
2_15,C: Does your husband help you a lot or do you only need a little assistance.," • ""C: How much assistance does your husband provide you with when getting out of bed?""
 • ""C: Does your husband play a significant role in helping you get up from bed?""
 • ""C: To what extent does your husband assist you in mobilizing from bed?""
 • ""C: Can you tell me how dependent you are on your husband's help to get out of bed?""
 • ""C: Is your husband heavily involved in helping you with daily mobility?""
 • ""C: Do you rely more or less on your husband for assistance when getting up?""
 • ""C: In what ways is your husband helpful to you when it comes to transferring from bed to a seated position?""
 • ""C: How would you describe the level of support your husband provides in helping you get out of bed?""
 • ""C: Are there times when you don't need your husband's assistance at all, or is he always involved?""",0.2502447384232383,0.30339384885176507,0.9275102615356445
2_16,C: Has this been difficult for you and your husband?," • ""How challenging has it been for both you and your husband?""
 • ""Has this situation caused difficulties for your husband as well as yourself?""
 • ""Do you and your husband find this process difficult to manage together?""
 • ""Is this struggle an issue that affects not just you, but also your husband?""
 • ""Can you describe the impact this has had on both of you?""
 • ""Has it been a shared challenge for you and your husband?""
 • ""How are you and your husband handling these difficulties in getting out of bed?""
 • ""Have there been any problems or stresses related to this process that affect both of you?""
 • ""Can you speak to the challenges this has presented for both yourself and your husband?""",0.4199973984488548,0.39487179487179486,0.9399331212043762
2_17,C: Does your husband have issues with his back?," • ""Is your husband experiencing any back problems?""
 • ""Has your husband had any issues with his back lately?""
 • ""Does your husband have any concerns about injuring himself due to helping you get out of bed?""
 • ""Are there any potential risks for your husband related to assisting you?""
 • ""Have you noticed any strain on your husband's back when he helps you get up?""
 • ""Is it a concern for both of you that your husband might injure his back while assisting you?""
 • ""Does your husband experience any pain or discomfort in his back after helping you out of bed?""
 • ""Are there any potential hazards associated with your husband's help, particularly related to his back?""
 • ""Have you and your husband discussed the possibility of him injuring his back due to your needs?""",0.53107253497887,0.33926127046010085,0.9530695676803589
2_18,"C: I understand, we’re going to do our best to keep you and your husband healthy."," • ""C: We'll do everything in our power to ensure your well-being and that of your husband.""
 • ""C: Our priority will be to help you both stay healthy and avoid any further complications.""
 • ""C: How can we best support you and your husband in managing your current situation?""
 • ""C: What's the most important thing for us to focus on right now in terms of your health and that of your husband?""
 • ""C: We'll work together to find ways to minimize any strain on both you and your husband.""
 • ""C: Our goal is to help you maintain a good quality of life, not just for yourself but also for your husband.""
 • ""C: What can we do to make it easier for you and your husband to navigate this challenging situation?""
 • ""C: We want to ensure that both you and your husband receive the care and support you need to stay healthy.""
 • ""C: How can we help alleviate some of the burden on your husband so he doesn't strain his back further?""",0.19696236774103515,0.3647149062050645,0.920695960521698
3_19,C: Nice to meet you too. How old are you Elisabeth?," • ""Nice to meet you too, Susanne. What's your age?""
 • ""I'm glad we met, now tell me how old you are.""
 • ""Nice to work with you today, Susanne. Can you share your birthdate or age?""
 • ""It's a pleasure to have you as my patient, Susanne. How many years do you have on me?""
 • ""Good day, I'm Elisabeth. Now, can we get started with your details? What's your age?""
 • ""Welcome, Susanne! Let's begin our session. Can you tell me how old you are today?""
 • ""Nice to meet you too, Susanne. How many years have passed since your birth?""
 • ""It's a pleasure having you in my care, Susanne. Can we start with some basic information? What's your age?""
 • ""Good morning, Susanne! Let's get started with our physiotherapy session. Can you share your age or birthdate?""",0.34987611491109555,0.25587967700453124,0.9411795735359192
3_20,"C: Alright Susanne, what can I help you with?"," • ""What brings you in to see me today, Susanne?""
 • ""How can I assist you with your treatment today?""
 • ""What seems to be the reason for your visit today?""
 • ""Is there anything specific that's been causing you discomfort or pain?""
 • ""Can you tell me a bit about what's been going on and why you're here?""
 • ""What are some of the issues you'd like to address during our session today?""
 • ""How can I help support your health and well-being today?""
 • ""Is there anything in particular that you're hoping to achieve or work on during our time together?""
 • ""Can you walk me through what's been happening and why you think you might need some physiotherapy assistance?""",0.17827531042796252,0.18940132858261513,0.8992553949356079
3_21,"C: That’s unfortunate. So, it’s difficult but not impossible?"," • ""C: You're saying it's tough, but not beyond recovery?""
 • ""C: Is getting up from a seated position still really challenging for you?""
 • ""C: I understand it's been difficult, but do you think it's unachievable to regain your strength?""
 • ""C: It sounds like it's hard work, but is it something that can be overcome?""
 • ""C: You mentioned it's tough, but don't you feel like you'll get there eventually?""
 • ""C: Are you saying it's just a matter of time before you regain your strength?""
 • ""C: It seems like getting up from a chair is still quite an effort for you.""
 • ""C: Is it feasible to imagine that you might regain your full strength in the future?""
 • ""C: You're not giving up, are you? Do you think it's possible to recover fully?""",0.09621015408672907,0.24416902098894436,0.9134617447853088
3_22,"C: If I were to ask you to repeatedly stand up and sit back down, how many times do you reckon you could do it?"," • ""If you were to get up from a seated position and sit back down again, how many repetitions do you think you could manage?""
 • ""Can you estimate how many times you can stand up and then sit back down without too much difficulty?""
 • ""How would you rate your endurance for standing up and sitting down repeatedly?""
 • ""If I asked you to stand up 5-6 times in a row, do you think you could manage it without needing a break?""
 • ""Can you give me an idea of how many repetitions of standing up and sitting down you can do comfortably?""
 • ""What's your limit when it comes to getting up from a seated position and sitting back down again?""
 • ""If I were to ask you to stand up, walk around for a bit, and then sit back down repeatedly, how long do you think you could sustain that effort?""
 • ""How many times can you get up from a seated position without needing to rest or take a break?""
 • ""Can you estimate your endurance for repeated standing and sitting in terms of the number of repetitions you can manage?""",0.44459699104128036,0.3803200883401385,0.9340808391571045
3_23,C: And each and everyone one of those feels physically demanding?," • ""And does each one feel exhausting?""
 • ""Do you find that every repetition is physically tiring for you?""
 • ""Does it take a toll on your body to stand up and sit down repeatedly?""
 • ""Can you say that each attempt takes some effort, even if you can manage four in total?""
 • ""How taxing do you feel each individual standing-up-and-sitting-down action is?""
 • ""Do you experience any physical strain with each of those repetitions?""
 • ""Can you tell me that it's not just the fourth one that feels particularly hard?""
 • ""Does every single attempt leave you feeling somewhat fatigued?""
 • ""Is there a noticeable physical cost associated with each of those four repetitions?""",0.08998265635882947,0.1823027106033642,0.9059259295463562
3_24,C: Purely from out your muscles or do you also get out of breath?," • ""Are you experiencing shortness of breath in addition to muscle fatigue?""
 • ""Do you feel like your muscles and breathing systems are both affected during these activities?""
 • ""Is it just your muscles that are feeling tired, or is there also an impact on your respiratory system?""
 • ""Apart from feeling exhausted physically, do you get winded when standing up and sitting down repeatedly?""
 • ""Do you experience any breathing difficulties in conjunction with the physical strain of getting up and down?""
 • ""Are there any issues with your breathing that contribute to the difficulty you're experiencing?""
 • ""Is the fatigue you feel purely from a muscle standpoint, or is there also a component related to oxygen supply?""
 • ""Do you get out of breath in addition to feeling like you're using up all your energy?""
 • ""Are both your muscles and respiratory system being overworked during these activities?""",0.22894156860669912,0.2344922981443952,0.8860190510749817
3_25,C: How do you feel about your situation?," • **What's been going through your mind regarding your current state?** (same emotional tone and inquiry)
 • **Can you describe how you're feeling right now about your knee replacements?** (focuses on specific aspect of patient's concern)
 • **How are you coping with the challenges you've been experiencing after surgery?** (emphasizes patient's resilience and coping strategies)
 • **What are some of the emotions that come to mind when thinking about your situation?** (opens up for a range of emotional responses)
 • **Do you feel like you're making progress or feeling stuck with your recovery?** (evaluates patient's perception of their own progress)
 • **How do you think your life would change if you could overcome these physical limitations?** (encourages the patient to imagine a positive outcome)
 • **What are some things that frustrate or worry you about your current situation?** (identifies specific sources of anxiety or frustration)
 • **Can you tell me more about what's been on your mind lately regarding your health and mobility?** (invites the patient to share their concerns and thoughts)
 • **How does it feel like being 63 with two total knee replacements, in your words?** (asks for a personal reflection of their experience)",0.12383106573296525,0.21555431961438634,0.871267557144165
3_26,C: Do you feel like your age?," • **How does your current situation make you feel about your age?**
 • **Are you concerned that your physical abilities are related to your age?**
 • **Do you think your current health issues are a normal part of aging?**
 • **Does it seem like your age is catching up with you in some way?**
 • **How do you feel about the limitations you're experiencing, given your age?**
 • **Are you worried that your body is no longer able to perform as well due to your age?**
 • **Do you feel like your age is playing a significant role in your current struggles with standing up and sitting down?**
 • **How do you perceive the relationship between your physical abilities and your age?**
 • **Are there any concerns about aging that you're experiencing right now, related to your health issues?**",0.3103881222798468,0.35346514434233733,0.8900498151779175
3_27,C: I feel for you. We’re going to work on your ability to transfer and that should leave you feeling more capable.," • ""C: I understand your concerns. Our focus will be on improving your mobility, which should give you more confidence in your abilities.""
 • ""C: Don't worry, we'll work together to make transfers easier and less exhausting for you.""
 • ""C: We're going to concentrate on strengthening your muscles so that standing up and sitting down becomes a breeze for you.""
 • ""C: I know it's been tough lately, but with our treatment plan, you should start feeling more in control of your movements.""
 • ""C: Our goal is to help you regain the strength and confidence you need to tackle daily activities without as much effort.""
 • ""C: We're going to work on some exercises that will help you stand up and sit down with ease, so you can feel more energetic and capable.""
 • ""C: I'm confident that with our therapy sessions, you'll start feeling like your old self again, able to move around without strain.""
 • ""C: Let's focus on building up your endurance so that you can perform daily tasks without exhausting yourself.""
 • ""C: Our approach will be to strengthen your muscles and improve your overall mobility, leaving you feeling more confident and capable at 63 years old.""",0.2425056620207466,0.31068976499360496,0.9216184616088867
4_28,C: That’s great to hear! Last few sessions we worked on floor transfers in case you fall onto the floor. Have you practiced those at home?," • ""That's great to hear! Have you been practicing your floor transfers at home, as we worked on those in our previous sessions?""
 • ""We've focused on teaching you how to transfer safely from a standing position if you fall onto the floor. Have you had a chance to practice that at home?""
 • ""I'm glad to hear our physio sessions are helping! Have you been practicing your floor transfers, just in case, while at home?""
 • ""Last few sessions we worked on a specific transfer technique for when you might need to get up from the floor quickly. Have you been practicing that at home?""
 • ""We've been working on some important safety skills with floor transfers. Have you had any chance to practice those at home, just in case?""
 • ""I'm glad our physio sessions are making a difference! Have you been practicing your emergency floor transfer technique while at home?""
 • ""As we discussed in our previous sessions, it's essential to be prepared for unexpected falls onto the floor. Have you practiced transferring from that position at home?""
 • ""We've been focusing on teaching you some critical skills for when you might need them quickly. Have you had any chance to practice your floor transfers while at home?""
 • ""I'm happy to hear our physio sessions are helping! Are you practicing your floor transfer technique regularly at home, just in case?""",0.5940331937203345,0.3756145859153378,0.9335702657699585
4_29,"C: That’s fine, it’s something new so we will continue to work on that today."," • ""C: Alright, let's keep building on that today.""
 • ""C: We'll continue to work on floor transfers this session.""
 • ""C: Don't worry, we'll make sure you feel comfortable with it.""
 • ""C: That's perfectly normal for a new skill, we'll practice some more today.""
 • ""C: I'm glad you're having trouble - it means we need to work on it some more.""
 • ""C: We can still work on perfecting those floor transfers today, okay?""
 • ""C: Let's see if we can get the hang of them a bit better today.""
 • ""C: It's just a matter of fine-tuning your technique, so let's give it another try.""
 • ""C: We'll keep working on that transfer until you feel confident and safe.""",0.3155365536525736,0.31142013241568306,0.9032623171806335
4_30,C: Alright so let’s start off with the difficulties you mentioned having.," • ""C: What exactly has been challenging for you in practicing floor transfers at home?""
 • ""C: Can you elaborate on the difficulties you've experienced with floor transfers?""
 • ""C: What specific issues have you encountered while trying to transfer from the floor?""
 • ""C: Let's focus on what's not working out for you during our exercises today.""
 • ""C: How are you finding it when you try to get up from a fall onto the floor at home?""
 • ""C: Can you describe the problems you've been having with practicing transfers in your daily routine?""
 • ""C: We didn't quite see the progress we were hoping for on floor transfers last time. What do you think is going on?""
 • ""C: Are there any particular steps or actions that are causing you trouble when trying to transfer from the floor?""
 • ""C: Let's break down what's not working for you in transferring from a lying position to a standing position.""",0.08280453072947422,0.19848865131713903,0.8944166898727417
4_31,"C: I see, do you have the idea that your strength is insufficient?"," • ""C: Do you feel that your strength is a limiting factor in transferring from your wheelchair?""
 • ""C: Is it your impression that you're not strong enough to perform these transfers safely?""
 • ""C: Have you been experiencing any issues with maintaining control when transferring due to lack of strength?""
 • ""C: Are there moments during the transfer where you feel like you're struggling to support your own weight?""
 • ""C: Do you think that if you were stronger, you'd be able to complete these transfers more smoothly?""
 • ""C: Is it a challenge for you to stabilize yourself when getting out of your wheelchair due to insufficient strength?""
 • ""C: Have you noticed any weaknesses in your muscles that might be contributing to this difficulty with transfers?""
 • ""C: Are there specific parts of the transfer where you feel like you're not strong enough to complete it successfully?""
 • ""C: Do you attribute these difficulties with transferring to a lack of physical power or endurance?""",0.17563853065520846,0.22430065502678864,0.9069366455078125
4_32,"C: OK. In a second, we will get to the movements but first I would like to ask some additional questions."," • ""Before we proceed with the exercises, I'd like to ask a few more questions.""
 • ""Let's take a moment to discuss some additional details before we begin our session today.""
 • ""May I clarify some points before we move on to the next part of our treatment?""
 • ""I'd like to gather some more information from you before we start practicing the floor transfers again.""
 • ""Can we pause for a second and address any further concerns or questions you may have?""
 • ""Before we continue, is there anything else you'd like to share with me about your current situation?""
 • ""I'd like to ask some more questions to ensure I understand the challenges you're facing with the floor transfers.""
 • ""Let's take a brief moment to discuss any additional aspects of your practice that might be helpful for our session today.""
 • ""May I ask some follow-up questions to clarify any points we may have discussed previously?""",0.1594000950514835,0.21442990822835784,0.90687495470047
4_33,"C: Its now been quite a while since you have had your spinal injury, how has it been adapting to your new way of living."," • ""C: Now that it's been some time since your spinal injury, how have you adjusted to this new lifestyle?""
 • ""C: How has your daily life changed since your spinal injury, and how are you adapting to those changes?""
 • ""C: It's been a while now since the accident; can you tell me about any challenges you're facing with everyday activities?""
 • ""C: As time passes, do you find yourself getting more comfortable with your new physical limitations?""
 • ""C: How have you found it to incorporate mobility aids into your daily routine?""
 • ""C: Now that you've had some time to adjust, can you walk me through any difficulties you're experiencing with everyday tasks?""
 • ""C: Since the injury, how have you learned to manage and navigate your new physical capabilities?""
 • ""C: As we continue working on improving your transfers, can you tell me about any other areas where you feel like you need support or guidance?""
 • ""C: Have you found that there are certain situations or activities where you struggle more than others since the accident?""",0.21281701380712917,0.2474144472351072,0.9358465075492859
4_34,C: That’s wonderful to hear! Let’s keep up the good work and get to practicing those transfers.," • ""C: Let's continue to build on your progress and improve those transfer skills.""
 • ""C: How can we refine your technique to make those transfers even more efficient?""
 • ""C: Great job on making progress, what do you think is the next step for mastering those floor transfers?""
 • ""C: Now that you've made some great strides, let's focus on fine-tuning your transfer movements.""
 • ""C: What specific challenges are you still facing with those transfers, and how can we address them today?""
 • ""C: Let's keep pushing forward and see if we can't make those transfers even smoother by the end of our session.""
 • ""C: It sounds like you're close to getting the hang of it, what do you need from me to help you overcome that final hurdle?""
 • ""C: Excellent work so far! What's the next step in your transfer training plan?""
 • ""C: I'm glad to see you're making progress; how can we use today's session to further improve those transfer skills?""",0.07126955677090929,0.25345987430610756,0.897314727306366
5_35,"C: I’m also doing good. So, I see based on your referral that you had a small stroke a few months ago is that correct?"," • ""As I see from your referral, you had a small stroke a few months ago, is that correct?""
 • ""I understand that your previous healthcare provider referred you to me regarding a recent small stroke, correct?""
 • ""According to your medical history, you experienced a mild stroke a few months ago, correct?""
 • ""It says here in your referral that you had a small ischemic event a few months ago, is that accurate?""
 • ""Based on the information provided by your previous doctor, you had a minor stroke several months ago, right?""
 • ""I notice from your medical records that you were referred to me following a small cerebrovascular accident a few months ago, is that correct?""
 • ""As per the referral I received from your previous healthcare provider, you had a transient ischemic attack a few months back, is that true?""
 • ""Your referring doctor mentioned that you experienced a small stroke a few months ago, can you confirm that?""
 • ""According to your medical history, you suffered a minor cerebrovascular event a few months ago, correct?""",0.5013053504161699,0.4741265771347895,0.936874270439148
5_36,"C: OK. I see the reason the doctor referred you was in order to improve your physical condition. We will focus on strength and cardiovascular endurance training. But first, in the file I see you had some issues transferring, is that still the case?"," • ""I see from your file that you had some difficulties with transferring after your stroke, is that still a problem for you?""
 • ""The referral mentioned improving your physical condition. Are there any specific mobility issues we should focus on addressing first?""
 • ""Can you confirm whether you're still experiencing trouble with transfers since the stroke?""
 • ""I notice in your file that you had some challenges with transferring after the stroke, do those issues persist today?""
 • ""As part of our strength and cardiovascular training, I wanted to check if you're still having any difficulties with moving around or getting up from a seated position.""
 • ""Is it true that you still struggle with transfers since your stroke a few months ago?""
 • ""We want to make sure we target the right areas for improvement in physical condition. Are there any specific mobility issues or challenges you're facing right now?""
 • ""I see you had some trouble transferring after the stroke, has that issue resolved itself or are you still experiencing difficulties with it?""
 • ""Can you tell me whether you're still having problems with getting around or moving from one place to another since your stroke?""",0.2117768370361664,0.19969517481025542,0.9047475457191467
5_37,C: You don’t find yourself in any situations where you feel unsure of your ability to transfer?," • ""C: Do you ever feel uncertain about your ability to transfer?""
 • ""C: Have you noticed any difficulties with transferring since your stroke?""
 • ""C: Are there any situations where you worry that you might struggle to transfer?""
 • ""C: How do you feel about your current ability to transfer, is it a concern for you?""
 • ""C: Do you ever feel like you need help with transferring or are you confident in your abilities?""
 • ""C: Are there any activities or situations where you feel uncertain about how to safely transfer?""
 • ""C: Have you experienced any setbacks or difficulties with transferring recently?""
 • ""C: How do you think your ability to transfer has improved since your physical therapy began?""
 • ""C: Do you ever find yourself feeling anxious or unsure when it's time to transfer in a particular situation?""",0.450748254453497,0.3771491755269023,0.9323495030403137
5_38,C: You no longer require any assistance?," • ""C: Are you still needing any assistance with daily activities?""
 • ""C: Do you find that you're able to manage on your own without any support?""
 • ""C: Have your mobility issues resolved significantly since your stroke?""
 • ""C: Can you safely perform tasks and movements independently now?""
 • ""C: Are you still reliant on others for help with everyday activities?""
 • ""C: Has your functional ability improved to the point where you no longer require assistance?""
 • ""C: Do you feel confident in your ability to move around and perform tasks without support?""
 • ""C: Can you confirm that you're now able to manage daily living tasks without any issues?""
 • ""C: Have you noticed any improvements in your physical capabilities since the stroke?""",0.16362035855802518,0.28492143130048636,0.9252293109893799
